,id,code,label
506,506,FileAST FuncDef Decl FuncDecl ParamList Decl m int Decl n int juzhen int Compound Decl ArrayDecl ArrayDecl a int 100 100 Decl s int 0 Decl i int Decl j int For = i - m 1 > i 1 -- i += s ArrayRef ArrayRef a i 1 Return s End Decl FuncDecl main int,0
671,671,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl j int Decl ArrayDecl ArrayDecl a int 100 100 Decl sum int 0 >> cin k While >> >> cin m n Compound For = i 0 < i m ++ i For = j 0 < j n ++ j >> cin ArrayRef ArrayRef a i j If && >= m 3 >= n 3 Compound End Compound End << << cout sum endl = sum 0 End Return 0 End,1
979,979,,1
712,712,FileAST Decl k int Decl m int Decl n int Decl ArrayDecl ArrayDecl a int 100 100 Decl i int Decl j int Decl sum int 0 FuncDef Decl FuncDecl main int Compound >> cin k While > k 0 Compound -- k >> >> cin m n If || || || == m 1 == m 2 == n 1 == n 2 Compound End Compound For = i 2 < i m ++ i += sum ArrayRef ArrayRef a i n End << << cout sum endl = sum 0 End End,1
865,865,,1
640,640,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl ArrayDecl ArrayDecl a int 100 100 Decl sum int Decl p int Decl q int Decl i int Decl j int Decl h int >> cin k For = h 1 <= h k ++ h Compound >> >> cin m n = p 0 = q 0 For = i 1 <= i m ++ i Compound For = j 1 <= j n ++ j Compound >> cin ArrayRef ArrayRef a i j = p + p ArrayRef ArrayRef a i j End End For = i 2 < i m ++ i Compound For = j 2 < j n ++ j = q + q ArrayRef ArrayRef a i j End = sum - p q << << cout sum endl End Return 0 End,1
797,797,,1
703,703,"FileAST Typedef LL long Decl ArrayDecl a LL 70 FuncDef Decl FuncDecl ParamList Decl x LL calc LL Compound If == x 0 Return 0 Decl sum LL 0 For DeclList Decl i int 1 <= i 60 ++ i Compound If == ArrayRef a i x Return + / x 2 1 If < x ArrayRef a i Compound += sum - x ArrayRef a - i 1 += sum FuncCall calc ExprList - ArrayRef a i x Break End End Return sum End FuncDef Decl FuncDecl main int Compound Decl T int Decl L long Decl R long FuncCall scanf ExprList ""%d"" & t = ArrayRef a 0 0 For DeclList Decl i int 1 <= i 60 ++ i Compound = ArrayRef a i + * ArrayRef a - i 1 2 1 End While -- t Compound FuncCall scanf ExprList ""%I64d%I64d"" & l & r FuncCall printf ExprList ""%I64d\n"" - FuncCall calc ExprList r FuncCall calc ExprList - l 1 End Return 0 End",1
284,284,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl j int Decl sum int >> cin k While -- k Compound = sum 0 >> >> cin m n Decl ArrayDecl ArrayDecl a int n m If == m 1 Compound << << cout sum endl Continue End If == n 1 Compound << << cout sum endl Continue End For = i 0 < i n ++ i Compound += sum * + * a i += sum * + * - + a m 1 i End << << cout sum endl End Return 0 End,0
662,662,"FileAST Decl FuncDecl ParamList Typename TypeDecl void mk void FuncDef Decl FuncDecl main int Compound Decl p int Decl q int Decl i int FuncCall scanf ExprList ""%d"" & p For = q 0 < q p ++ q Compound FuncCall mk End Return 0 End",1
607,607,"FileAST Decl N int 89 Decl ArrayDecl ArrayDecl num char n 67 Decl ArrayDecl ArrayDecl ArrayDecl ArrayDecl dp char n 62 62 62 Decl FuncDecl ParamList Decl ArrayDecl a char n Decl ArrayDecl b char n sum void Decl FuncDecl ParamList Decl ArrayDecl a char n Decl ArrayDecl b char n Copy void FuncDef Decl FuncDecl main int Compound FuncCall memset ExprList dp 0 sizeof dp = ArrayRef ArrayRef ArrayRef ArrayRef dp 0 0 0 0 = ArrayRef ArrayRef ArrayRef ArrayRef dp 0 0 0 1 1 For DeclList Decl i int 1 <= i 60 ++ i Compound For DeclList Decl j int 0 <= j i ++ j Compound For DeclList Decl k int 0 <= k j ++ k Compound If && && >= - i 1 0 >= - i 1 j >= j k Compound FuncCall sum ExprList ArrayRef ArrayRef ArrayRef dp i j k ArrayRef ArrayRef ArrayRef dp - i 1 j k End If && && >= - j 1 0 >= i - j 1 >= - j 1 k Compound FuncCall sum ExprList ArrayRef ArrayRef ArrayRef dp i j k ArrayRef ArrayRef ArrayRef dp i - j 1 k End If && && >= - k 1 0 >= i j >= j - k 1 Compound FuncCall sum ExprList ArrayRef ArrayRef ArrayRef dp i j k ArrayRef ArrayRef ArrayRef dp i j - k 1 End If && == i j == j k Compound FuncCall copy ExprList ArrayRef num i ArrayRef ArrayRef ArrayRef dp i j k End End End End Decl n int While ~ FuncCall scanf ExprList ""%d"" & n Compound FuncCall puts ExprList ""\n"" End Return 0 End",1
889,889,,1
61,61,"FileAST Typedef LL long FuncDef Decl FuncDecl main int Compound Decl ArrayDecl f long 55 = ArrayRef f 1 1 = ArrayRef f 2 2 For DeclList Decl i int 3 < i 55 ++ i Compound = ArrayRef f i + ArrayRef f - i 1 ArrayRef f - i 2 End Decl t int FuncCall scanf ExprList ""%d"" & t While -- t Compound Decl n int Decl m int FuncCall scanf ExprList ""%d%d"" & n & m FuncCall printf ExprList ""%lld\n"" ArrayRef f - m n End Return 0 End",0
854,854,,1
134,134,"FileAST FuncDef Decl FuncDecl main int Compound Decl x int Decl y int Decl ArrayDecl m int 11 Decl ArrayDecl n int 11 Decl i int Decl j int Decl k int FuncCall scanf ExprList ""%d%d"" & x & y = ArrayRef m 0 x = ArrayRef n 0 y For = i 1 < i 11 ++ i Compound = ArrayRef m i / ArrayRef m - i 1 2 = ArrayRef n i / ArrayRef n - i 1 2 End Compound FuncCall printf ExprList ""%d"" ArrayRef n j = j 11 = i 11 End End",0
154,154,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl ArrayDecl a int 100 100 Decl ArrayDecl b int 100 Decl m int Decl j int Decl r int Decl n int Decl k int Decl p int FuncCall scanf ExprList ""%d"" & p For = m 0 < m p ++ m Compound FuncCall printf ExprList ""%d\n"" ArrayRef b m End Return 0 End",0
354,354,"FileAST FuncDef Decl FuncDecl ParamList Typename TypeDecl void mk void Compound Decl m int Decl n int Decl i int Decl j int Decl k int Decl s int 0 Decl ArrayDecl ArrayDecl a int 100 100 FuncCall scanf ExprList ""%d %d"" & m & n = s 0 For = k - n 2 >= k 0 -- k Compound += s ArrayRef ArrayRef a - m 1 k End FuncCall printf ExprList ""%d\n"" s End Decl FuncDecl main int",0
82,82,"FileAST Typedef ll long Decl mod int + 1e9 7 Decl n int Decl k int Decl ArrayDecl f ll 100010 Decl ArrayDecl ans ll 100010 Decl ArrayDecl tmp ll 100010 Decl ArrayDecl x ll 100010 Decl FuncDecl ParamList Decl PtrDecl ans ll Decl PtrDecl x ll dirichlet void Decl FuncDecl qpower void FuncDef Decl FuncDecl solve void Compound For DeclList Decl i int 1 <= i n ++ i Compound FuncCall scanf ExprList ""%lld"" & ArrayRef f i = ArrayRef ans i 0 = ArrayRef x i 1 End = ArrayRef ans 1 1 FuncCall qpower End Decl FuncDecl main int",0
346,346,FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl year int 2 InitList 365 366 Decl ArrayDecl ArrayDecl month int 12 2 InitList 31 28 31 30 31 30 31 31 30 31 30 31 31 29 31 30 31 30 31 31 30 31 30 31 Decl y int Decl m int Decl d int >> >> >> cin y m d Decl type int If || && == % y 4 0 != % y 100 0 == % y 400 0 Compound = type 1 End Compound = type 0 End Decl i int Decl sum int 0 For = i 0 < i - m 1 ++ i Compound += sum ArrayRef ArrayRef month type i End += sum d << << cout sum endl Return 0 End,0
844,844,,1
38,38,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl ArrayDecl a int 10000 Decl ArrayDecl sum int 10000 Decl y int Decl j int FuncCall scanf ExprList ""%d"" & k For = i 1 <= i k ++ i FuncCall printf ExprList ""%d\n"" ArrayRef sum - i 1 Return 0 End",0
601,601,"FileAST Typedef LL long FuncDef Decl FuncDecl main int Compound Decl n int Decl m int Decl i int Decl j int Decl count int Decl t int Decl s1 double Decl s2 double Decl ArrayDecl ArrayDecl stu int 6 55 Decl ArrayDecl ave1 double 6 Decl ArrayDecl ave2 double 6 While ~ FuncCall scanf ExprList ""%d%d"" & n & m Compound Decl flag int 0 = count = t 0 For = i 0 < i n ++ i For = j 0 < j m ++ j FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef stu i j FuncCall printf ExprList ""\n"" = flag 0 FuncCall printf ExprList ""\n"" FuncCall printf ExprList ""%d\n\n"" count End Return 0 End",1
454,454,"FileAST Decl FuncDecl main int FuncDef Decl FuncDecl ParamList Decl x int Decl y int sum int Compound Decl ArrayDecl ArrayDecl b int 100 100 Decl sum int 0 Decl i int Decl j int For = i 0 < i x ++ i For = j 0 < j y ++ j FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef b i j = sum + sum ArrayRef ArrayRef b i j Return sum End",0
330,330,"FileAST Decl MAXN int 1005 Decl ArrayDecl trp int maxn FuncDef Decl FuncDecl main int Compound Decl r int Decl n int While true Compound FuncCall scanf ExprList ""%d%d"" & r & n If && == r - 1 == n - 1 Break For DeclList Decl i int 0 < i n ++ i FuncCall scanf ExprList ""%d"" & ArrayRef trp i FuncCall sort ExprList trp + trp n Decl cur int 0 Decl ans int 0 While < cur n Compound While < cur n Compound Decl s int ArrayRef trp ++ cur While && < cur n <= ArrayRef trp cur + s r ++ cur Decl p int ArrayRef trp - cur 1 While && < cur n <= ArrayRef trp cur + p r ++ cur ++ ans End End FuncCall printf ExprList ""%d\n"" ans End End",0
313,313,FileAST FuncDef Decl FuncDecl main int Compound Decl idx int 100 Decl i int 100 Decl j int 100 Decl lines int 100 Decl fun_name int 100 Decl None int 100 Decl N int 100 Decl ArrayDecl ArrayDecl na int 101 101 Decl ArrayDecl ArrayDecl a int 101 101 For = i 0 < i n ++ i For = j 1 < j n ++ j = ArrayRef ArrayRef a i j + ArrayRef ArrayRef a j i ArrayRef ArrayRef a i i Return 0 End,0
879,879,,1
623,623,"FileAST Decl ArrayDecl a double 12345 Decl x double Decl ans double Decl sum double FuncDef Decl FuncDecl main int Compound Decl n int While >> cin n Compound = sum 1 >> cin ArrayRef a 0 For DeclList Decl i int 1 < i n ++ i Compound >> cin ArrayRef a i += sum / ArrayRef a 0 ArrayRef a i End = sum / 1.0 sum >> cin x = ans * * sum ArrayRef a 0 x FuncCall printf ExprList ""%.2f\n"" ans End Return 0 End",1
706,706,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl ArrayDecl ArrayDecl sz int 200 200 Decl result int 0 FuncCall scanf ExprList ""%d"" & k Decl i int Decl p int Decl q int For = i 0 < i k ++ i Compound FuncCall scanf ExprList ""%d%d"" & m & n For = p 0 < p m ++ p Compound For = q 0 < q n ++ q Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef sz p q End If || == p 0 == p - m 1 Compound For = q 0 < q n ++ q Compound += result ArrayRef ArrayRef sz p q End End Compound += result ArrayRef ArrayRef sz p 0 += result ArrayRef ArrayRef sz p - n 1 End End FuncCall printf ExprList ""%d\n"" result = result 0 End Return 0 End",1
89,89,"FileAST Typedef ll long Decl tot int 1 Decl n int Decl m int Decl q int Decl ArrayDecl s int 15 Decl ArrayDecl t int 15 Decl ArrayDecl l int 15 Decl ArrayDecl r int 15 Decl ArrayDecl ArrayDecl dis int 22 22 Decl ArrayDecl ArrayDecl dp int 22 60010 FuncDef Decl FuncDecl main int Compound FuncCall scanf ExprList ""%d%d%d"" & n & m & q FuncCall memset ExprList dis 63 sizeof dis For DeclList Decl i int 1 <= i n ++ i Compound = ArrayRef ArrayRef dis i i 0 End FuncCall memset ExprList dp 63 sizeof dp = ArrayRef ArrayRef dp 0 1 0 Decl ans int 0 FuncCall printf ExprList ""%d\n"" ans Return 0 End",0
872,872,,1
131,131,"FileAST FuncDef Decl FuncDecl main int Compound Decl FuncDecl ParamList Decl ArrayDecl ArrayDecl array int 100 100 Decl x int Decl y int jisuan void Decl k int Decl i int Decl m int Decl n int Decl p int Decl q int Decl ArrayDecl ArrayDecl a int 100 100 FuncCall scanf ExprList ""%d"" & k For = i 0 < i k ++ i Compound FuncCall scanf ExprList ""%d%d"" & m & n For = p 0 < p m ++ p Compound For = q 0 < q n ++ q Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef a p q End End FuncCall jisuan ExprList a m n End End Decl FuncDecl ParamList Decl ArrayDecl ArrayDecl array int 100 100 Decl x int Decl y int jisuan void",0
423,423,"FileAST Decl t int Decl m int Decl n int Decl i int Decl j int Decl k int Decl xx int Decl x1 int Decl x2 int Decl x int Decl y int Decl s int Decl n0 int FuncDef Decl FuncDecl ParamList Decl ArrayDecl a int Decl ArrayDecl b int init void Compound FuncCall freopen ExprList ""tt.in"" ""r"" stdin FuncCall scanf ExprList ""%d%d"" & m & n For = i 1 <= i n ++ i FuncCall scanf ExprList ""%d"" & ArrayRef b i End Decl FuncDecl ParamList Decl ArrayDecl a int Decl k int output void Decl FuncDecl ParamList Decl x int Decl y int proce void Decl FuncDecl main int",0
1040,1040,,1
287,287,"FileAST FuncDef Decl FuncDecl main int Compound Decl ArrayDecl days int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 Decl year int Decl month int Decl day int Decl isleapyear int FuncCall scanf ExprList ""%d%d%d"" & year & month & day = isleapyear || && == % year 4 0 != % year 100 0 == % year 400 0 If && && isleapyear == month 2 || < day 1 > day 29 Compound FuncCall printf ExprList ""Illegal input.\n"" Return - 1 End If && && isleapyear != month 2 || < day 1 > day ArrayRef days month Compound FuncCall printf ExprList ""Illegal input.\n"" Return - 1 End If && ! isleapyear || < day 1 > day ArrayRef days month Compound FuncCall printf ExprList ""Illegal input.\n"" Return - 1 End Decl n int 0 Decl i int For = i 0 < i month ++ i Compound += n ArrayRef days i End += n day If && > month 2 isleapyear ++ n FuncCall printf ExprList ""%d"" n Return 0 End",0
281,281,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int FuncCall scanf ExprList ""%d"" & k Decl i int Decl j int Decl p int Decl q int Decl ArrayDecl ArrayDecl N int 100 100 Decl m int Decl n int Decl sum int 0 For = i 1 <= i k ++ i Compound = sum 0 FuncCall scanf ExprList ""%d%d"" & m & n For = p 1 <= p m ++ p Compound For = q 1 <= q n ++ q Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef n p q End End For = j 1 <= j n ++ j Compound += sum ArrayRef ArrayRef n 1 j End For = j 1 <= j n ++ j Compound += sum ArrayRef ArrayRef n m j End For = j 1 <= j m ++ j Compound += sum ArrayRef ArrayRef n j 1 End For = j 1 <= j m ++ j Compound += sum ArrayRef ArrayRef n j n End = sum - - - - sum ArrayRef ArrayRef n 1 1 ArrayRef ArrayRef n 1 n ArrayRef ArrayRef n m 1 ArrayRef ArrayRef n m n FuncCall printf ExprList ""%d\n"" sum End Return 0 End",0
59,59,"FileAST FuncDef Decl FuncDecl main int Compound Decl a int Decl b int Decl c int Decl d int Decl e int FuncCall scanf ExprList ""%d %d %d"" & a & b & c = d 0 Decl ArrayDecl days1 int 13 InitList 0 31 28 31 30 31 30 31 31 30 31 30 31 Decl ArrayDecl days2 int 13 InitList 0 31 29 31 30 31 30 31 31 30 31 30 31 If || && == % a 4 0 != % a 100 0 == % a 400 0 Compound For = e 0 < e b ++ e Compound = d + d ArrayRef days1 e End = d + d c End Compound = d + d c End = d - d 1 FuncCall printf ExprList ""%d"" d End",0
118,118,FileAST Typedef ll long Decl eps double 1e-9 Decl mod ll 998244353 Decl g ll 3 FuncDef Decl FuncDecl ParamList Decl a ll Decl n ll Pow ll Compound Decl ans ll 1 While n Compound If & n 1 = ans % * ans a mod >>= n 1 = a % * a a mod End Return ans End Decl ArrayDecl A ll << 1 20 Decl ArrayDecl B ll << 1 20 Decl FuncDecl ParamList Decl ArrayDecl A ll Decl len int rader void Decl FuncDecl ParamList Decl ArrayDecl A ll Decl len int Decl on int ntt void Decl n int Decl m int FuncDef Decl FuncDecl Conv void Compound Decl len int 1 While <= len * 2 n <<= len 1 FuncCall ntt ExprList a len 1 FuncCall ntt ExprList b len 1 For DeclList Decl i int 0 < i len ++ i Compound = ArrayRef a i % * ArrayRef a i ArrayRef b i mod End FuncCall ntt ExprList a len - 1 End Decl FuncDecl main int,0
58,58,"FileAST FuncDef Decl FuncDecl main int Compound Decl a int Decl b int Decl n int While ~ FuncCall scanf ExprList ""%d%d%d"" & a & b & n Compound If && && == a 0 == b 0 == n 0 Break Decl ArrayDecl arr int 48 = ArrayRef arr 1 1 = ArrayRef arr 2 1 For DeclList Decl i int 3 < i 48 ++ i = ArrayRef arr i % + * a ArrayRef arr - i 1 * b ArrayRef arr - i 2 7 FuncCall printf ExprList ""%d\n"" ArrayRef arr % n 48 End End",0
787,787,,1
23,23,"FileAST Typedef LL long FuncDef Decl FuncDecl main int Compound Decl n int Decl m int Decl ArrayDecl a int 128 Decl ArrayDecl b int 128 Decl i int Decl j int While ExprList FuncCall scanf ExprList ""%d %d"" & n & m || n m Compound For = i 0 < i n ++ i FuncCall scanf ExprList ""%d"" & ArrayRef a i FuncCall sort ExprList a + a n FuncCall sort ExprList b + b m Decl f int 0 Decl j int 0 Decl sum int If == f n FuncCall printf ExprList ""NULL"" FuncCall printf ExprList ""\n"" End Return 0 End",0
537,537,FileAST FuncDef Decl FuncDecl main int Compound Decl t int >> cin t While > t 0 Compound Decl ArrayDecl ArrayDecl a int 102 102 Decl m int Decl n int >> >> cin m n Decl sum int 0 If == m 1 Compound End Compound For DeclList Decl i int 1 < i - m 1 ++ i = sum + + sum * * + a i * - + * + a i n 1 End << << cout sum endl -- t End Return 0 End,1
893,893,,1
653,653,"FileAST FuncDef Decl FuncDecl ParamList Decl m int Decl n int juzhen void Compound Decl ArrayDecl ArrayDecl a int 100 100 Decl i int Decl j int Decl sum int 0 For = i 0 < i m ++ i Compound For = j 0 < j n ++ j Compound FuncCall scanf ExprList ""%d"" + * + a i j End End If == m 1 Compound = sum 0 End If == n 1 Compound = sum 0 End FuncCall printf ExprList ""%d\n"" sum End Decl FuncDecl main int",1
820,820,,1
690,690,FileAST Typedef ll long Decl inf int 0x3f3f3f3f Decl maxn int + 4e5 10 Decl maxv int + 1e3 10 Decl eps double 1e-9 Decl mod ll 998244353 Decl g ll 3 FuncDef Decl FuncDecl ParamList Decl a ll Decl n ll Pow ll Compound Decl ans ll 1 While n Compound If & n 1 = ans % * ans a mod >>= n 1 = a % * a a mod End Return ans End Decl FuncDecl ParamList Decl ArrayDecl y ll Decl len int rader void Decl FuncDecl ParamList Decl ArrayDecl y ll Decl len int Decl on int ntt void Decl ArrayDecl inv ll maxn Decl ArrayDecl fac ll maxn Decl ArrayDecl f ll maxn Decl inv2 ll Decl ArrayDecl a ll maxn Decl ArrayDecl b ll maxn Decl ArrayDecl A ll maxn Decl n int Decl FuncDecl init void FuncDef Decl FuncDecl solve void Compound For DeclList Decl i int 0 < i n ++ i Compound = ArrayRef a i % * ArrayRef inv i FuncCall pow ExprList 2 - n i mod End FuncCall reverse ExprList + b 1 + + b 1 n = ArrayRef b n 0 End Decl FuncDecl Conv void Decl FuncDecl gao void Decl FuncDecl main int,1
327,327,"FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl i int Decl j int Decl l int Decl s int Decl ArrayDecl ArrayDecl sz int 100 100 FuncCall scanf ExprList ""%d"" & k Decl PtrDecl sf int Cast Typename PtrDecl TypeDecl int FuncCall malloc ExprList * sizeof Typename TypeDecl int k For = i 0 < i k ++ i Compound = s 0 FuncCall scanf ExprList ""%d %d"" & m & n For = j 0 < j m ++ j Compound For = l 0 < l n ++ l Compound FuncCall scanf ExprList ""%d"" & ArrayRef ArrayRef sz j l End End If == m 1 Compound For = l 0 < l n ++ l Compound += s ArrayRef ArrayRef sz 0 l End End If == n 1 Compound For = j 0 < j m ++ j Compound += s ArrayRef ArrayRef sz j 0 End End Compound For = j 0 < j m ++ j Compound += s + ArrayRef ArrayRef sz j 0 ArrayRef ArrayRef sz j - n 1 End For = l 0 < l n ++ l Compound += s + ArrayRef ArrayRef sz 0 l ArrayRef ArrayRef sz - m 1 l End = s - - - - s ArrayRef ArrayRef sz 0 0 ArrayRef ArrayRef sz 0 - n 1 ArrayRef ArrayRef sz - m 1 0 ArrayRef ArrayRef sz - m 1 - n 1 End = ArrayRef sf i s End Return 0 End",0
531,531,"FileAST Typedef LL long FuncDef Decl FuncDecl main int Compound Decl n int Decl i int Decl sum double Decl flag int 1 While != FuncCall scanf ExprList ""%d"" & n eof Compound If flag Compound FuncCall printf ExprList ""# Cards  Overhang\n"" = flag 0 End = sum 0 For = i 1 <= i n ++ i Compound = sum + sum / 1.0 * 2 i End FuncCall printf ExprList ""%5d     %.3lf\n"" n sum End Return 0 End",1
812,812,,1
845,845,,1
384,384,"FileAST FuncDef Decl FuncDecl main int Compound Decl y int Decl m int Decl d int Decl sum int 0 Decl i int 0 Decl ArrayDecl n int 12 = sum 0 FuncCall scanf ExprList ""%d%d%d"" & y & m & d If && == % y 4 0 != % y 100 0 Compound = ArrayRef n 0 31 = ArrayRef n 1 29 = ArrayRef n 2 31 = ArrayRef n 3 30 = ArrayRef n 4 31 = ArrayRef n 5 30 = ArrayRef n 6 31 = ArrayRef n 7 31 = ArrayRef n 8 30 = ArrayRef n 9 31 = ArrayRef n 10 30 = ArrayRef n 11 31 += sum d FuncCall printf ExprList ""%d\n"" sum End If && && == % y 4 0 == % y 100 0 != % y 400 0 Compound = ArrayRef n 0 31 = ArrayRef n 1 28 = ArrayRef n 2 31 = ArrayRef n 3 30 = ArrayRef n 4 31 = ArrayRef n 5 30 = ArrayRef n 6 31 = ArrayRef n 7 31 = ArrayRef n 8 30 = ArrayRef n 9 31 = ArrayRef n 10 30 = ArrayRef n 11 31 += sum d FuncCall printf ExprList ""%d\n"" sum End If && && == % y 4 0 == % y 100 0 == % y 400 0 Compound = ArrayRef n 0 31 = ArrayRef n 1 29 = ArrayRef n 2 31 = ArrayRef n 3 30 = ArrayRef n 4 31 = ArrayRef n 5 30 = ArrayRef n 6 31 = ArrayRef n 7 31 = ArrayRef n 8 30 = ArrayRef n 9 31 = ArrayRef n 10 30 = ArrayRef n 11 31 For = i 0 < i - m 1 ++ i Compound += sum ArrayRef n i End += sum d FuncCall printf ExprList ""%d\n"" sum End If != % y 4 0 Compound = ArrayRef n 0 31 = ArrayRef n 1 28 = ArrayRef n 2 31 = ArrayRef n 3 30 = ArrayRef n 4 31 = ArrayRef n 5 30 = ArrayRef n 6 31 = ArrayRef n 7 31 = ArrayRef n 8 30 = ArrayRef n 9 31 = ArrayRef n 10 30 = ArrayRef n 11 31 = sum + sum d FuncCall printf ExprList ""%d\n"" sum End Return 0 End",0
951,951,,1
999,999,,1
331,331,FileAST FuncDef Decl FuncDecl main int Compound Decl k int Decl m int Decl n int Decl ArrayDecl a int 100 Decl ArrayDecl sum int 100 >> cin k For DeclList Decl p int 0 < p k ++ p Compound << << cout ArrayRef sum p endl End Return 0 End,0
258,258,"FileAST Decl ArrayDecl ArrayDecl a char 6 27 InitList InitList ""00000"" InitList ""00001"" InitList ""00010"" InitList ""00011"" InitList ""00100"" InitList ""00101"" InitList ""00110"" InitList ""00111"" InitList ""01000"" InitList ""01001"" InitList ""01010"" InitList ""01011"" InitList ""01100"" InitList ""01101"" InitList ""01110"" InitList ""01111"" InitList ""10000"" InitList ""10001"" InitList ""10010"" InitList ""10011"" InitList ""10100"" InitList ""10101"" InitList ""10110"" InitList ""10111"" InitList ""11000"" InitList ""11001"" InitList ""11010"" Decl ArrayDecl ArrayDecl ans char 30 30 Decl ArrayDecl num char 1000 Decl ArrayDecl s char 100 FuncDef Decl FuncDecl main int Compound Decl t int Decl cas int 1 FuncCall scanf ExprList ""%d"" & t While -- t Compound Decl r int Decl c int FuncCall scanf ExprList ""%d%d"" & r & c FuncCall getchar FuncCall gets ExprList s FuncCall memset ExprList num '\0' sizeof num Decl i int 0 While != ArrayRef s i '\0' Compound If == ArrayRef s i ' ' FuncCall strcat ExprList num ArrayRef a 0 Compound Decl x int + - ArrayRef s i 'A' 1 FuncCall strcat ExprList num ArrayRef a x End ++ i End For DeclList Decl i int 0 < i 400 ++ i Compound FuncCall strcat ExprList num ""0"" End Decl tot int 0 Decl x int 0 Decl y int 0 = ArrayRef ArrayRef ans 0 0 ArrayRef num 0 While < tot - * r c 1 Compound While && < + y 1 c == ArrayRef ArrayRef ans x + y 1 '*' Compound = ArrayRef ArrayRef ans x ++ y ArrayRef num ++ tot End While && < + x 1 r == ArrayRef ArrayRef ans + x 1 y '*' Compound = ArrayRef ArrayRef ans ++ x y ArrayRef num ++ tot End While && >= - y 1 0 == ArrayRef ArrayRef ans x - y 1 '*' Compound = ArrayRef ArrayRef ans x -- y ArrayRef num ++ tot End While && >= - x 1 0 == ArrayRef ArrayRef ans - x 1 y '*' Compound = ArrayRef ArrayRef ans -- x y ArrayRef num ++ tot End End FuncCall printf ExprList ""%d "" ++ cas FuncCall printf ExprList ""\n"" End Return 0 End",0
108,108,"FileAST Typedef ll long Decl maxn int + 1e5 10 Decl n int Decl m int Decl c int Decl ArrayDecl a int maxn FuncDef Decl FuncDecl main int Compound While ~ FuncCall scanf ExprList ""%d"" & n Compound = ArrayRef a 0 0 Decl b int >> >> cin m c For DeclList Decl i int 1 <= i n ++ i Compound FuncCall scanf ExprList ""%d"" & b = ArrayRef a i + ArrayRef a - i 1 b End FuncCall sort ExprList a + + a n 1 Decl ans ll 0 << << cout ans endl End Return 0 End",0
719,719,"FileAST Typedef ll long Decl ArrayDecl a ll 100005 Decl ArrayDecl Left ll 100005 Decl ArrayDecl Right ll 100005 Decl Max ll FuncDef Decl FuncDecl main int Compound Decl t int Decl n int While ExprList >> cin n n Compound For DeclList Decl i int 1 <= i n ++ i FuncCall scanf ExprList ""%I64d"" & ArrayRef a i = ArrayRef left 1 1 = ArrayRef right n n = max 0 << << cout max endl End Return 0 End",1
669,669,"FileAST FuncDef Decl FuncDecl main int Compound Decl n int Decl m int Decl k int Decl sum int 0 Decl ArrayDecl a int 15 Decl ArrayDecl b int 15 FuncCall scanf ExprList ""%d%d%d"" & n & m & k For DeclList Decl i int 0 < i k ++ i FuncCall scanf ExprList ""%d"" & ArrayRef b i FuncCall printf ExprList ""%d\n"" / sum 2 End",1
